case_id,cycle_index,issue_date,operational_run_date,operational_weekday,hindcast_weekday,split,lag_1d_date,lag_7d_date,lag_14d_date,target_w1_date,target_w2_date,target_w3_date,target_w4_date,antecedent_rzsm_available,future_target_rzsm_available,era5_atmospheric_available,s2s_available,usable_status,notes
CASE_20180819_0382,382,2018-08-19,2024-08-19,Monday,Sunday,TRAIN,2018-08-18,2018-08-12,2018-08-05,2018-08-25,2018-09-01,2018-09-08,2018-09-15,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20180822_0383,383,2018-08-22,2024-08-22,Thursday,Wednesday,TRAIN,2018-08-21,2018-08-15,2018-08-08,2018-08-28,2018-09-04,2018-09-11,2018-09-18,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20180826_0384,384,2018-08-26,2024-08-26,Monday,Sunday,TRAIN,2018-08-25,2018-08-19,2018-08-12,2018-09-01,2018-09-08,2018-09-15,2018-09-22,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20180829_0385,385,2018-08-29,2024-08-29,Thursday,Wednesday,TRAIN,2018-08-28,2018-08-22,2018-08-15,2018-09-04,2018-09-11,2018-09-18,2018-09-25,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20180902_0386,386,2018-09-02,2024-09-02,Monday,Sunday,TRAIN,2018-09-01,2018-08-26,2018-08-19,2018-09-08,2018-09-15,2018-09-22,2018-09-29,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20180905_0387,387,2018-09-05,2024-09-05,Thursday,Wednesday,TRAIN,2018-09-04,2018-08-29,2018-08-22,2018-09-11,2018-09-18,2018-09-25,2018-10-02,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20180909_0388,388,2018-09-09,2024-09-09,Monday,Sunday,TRAIN,2018-09-08,2018-09-02,2018-08-26,2018-09-15,2018-09-22,2018-09-29,2018-10-06,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20180912_0389,389,2018-09-12,2024-09-12,Thursday,Wednesday,TRAIN,2018-09-11,2018-09-05,2018-08-29,2018-09-18,2018-09-25,2018-10-02,2018-10-09,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20180916_0390,390,2018-09-16,2024-09-16,Monday,Sunday,TRAIN,2018-09-15,2018-09-09,2018-09-02,2018-09-22,2018-09-29,2018-10-06,2018-10-13,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20180919_0391,391,2018-09-19,2024-09-19,Thursday,Wednesday,TRAIN,2018-09-18,2018-09-12,2018-09-05,2018-09-25,2018-10-02,2018-10-09,2018-10-16,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20180923_0392,392,2018-09-23,2024-09-23,Monday,Sunday,TRAIN,2018-09-22,2018-09-16,2018-09-09,2018-09-29,2018-10-06,2018-10-13,2018-10-20,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20180926_0393,393,2018-09-26,2024-09-26,Thursday,Wednesday,TRAIN,2018-09-25,2018-09-19,2018-09-12,2018-10-02,2018-10-09,2018-10-16,2018-10-23,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20180930_0394,394,2018-09-30,2024-09-30,Monday,Sunday,TRAIN,2018-09-29,2018-09-23,2018-09-16,2018-10-06,2018-10-13,2018-10-20,2018-10-27,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20181003_0395,395,2018-10-03,2024-10-03,Thursday,Wednesday,TRAIN,2018-10-02,2018-09-26,2018-09-19,2018-10-09,2018-10-16,2018-10-23,2018-10-30,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20181007_0396,396,2018-10-07,2024-10-07,Monday,Sunday,TRAIN,2018-10-06,2018-09-30,2018-09-23,2018-10-13,2018-10-20,2018-10-27,2018-11-03,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20181010_0397,397,2018-10-10,2024-10-10,Thursday,Wednesday,TRAIN,2018-10-09,2018-10-03,2018-09-26,2018-10-16,2018-10-23,2018-10-30,2018-11-06,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20181014_0398,398,2018-10-14,2024-10-14,Monday,Sunday,TRAIN,2018-10-13,2018-10-07,2018-09-30,2018-10-20,2018-10-27,2018-11-03,2018-11-10,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20181017_0399,399,2018-10-17,2024-10-17,Thursday,Wednesday,TRAIN,2018-10-16,2018-10-10,2018-10-03,2018-10-23,2018-10-30,2018-11-06,2018-11-13,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20181021_0400,400,2018-10-21,2024-10-21,Monday,Sunday,TRAIN,2018-10-20,2018-10-14,2018-10-07,2018-10-27,2018-11-03,2018-11-10,2018-11-17,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20181024_0401,401,2018-10-24,2024-10-24,Thursday,Wednesday,TRAIN,2018-10-23,2018-10-17,2018-10-10,2018-10-30,2018-11-06,2018-11-13,2018-11-20,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20181028_0402,402,2018-10-28,2024-10-28,Monday,Sunday,TRAIN,2018-10-27,2018-10-21,2018-10-14,2018-11-03,2018-11-10,2018-11-17,2018-11-24,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20181031_0403,403,2018-10-31,2024-10-31,Thursday,Wednesday,TRAIN,2018-10-30,2018-10-24,2018-10-17,2018-11-06,2018-11-13,2018-11-20,2018-11-27,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20181104_0404,404,2018-11-04,2024-11-04,Monday,Sunday,TRAIN,2018-11-03,2018-10-28,2018-10-21,2018-11-10,2018-11-17,2018-11-24,2018-12-01,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20181107_0405,405,2018-11-07,2024-11-07,Thursday,Wednesday,TRAIN,2018-11-06,2018-10-31,2018-10-24,2018-11-13,2018-11-20,2018-11-27,2018-12-04,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20181111_0406,406,2018-11-11,2024-11-11,Monday,Sunday,TRAIN,2018-11-10,2018-11-04,2018-10-28,2018-11-17,2018-11-24,2018-12-01,2018-12-08,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20181114_0407,407,2018-11-14,2024-11-14,Thursday,Wednesday,TRAIN,2018-11-13,2018-11-07,2018-10-31,2018-11-20,2018-11-27,2018-12-04,2018-12-11,True,True,True,False,QUEUED_S2S_DOWNLOAD,"Antecedent RZSM, future target RZSM, and ERA5 atm verified; S2S download in progress"
CASE_20181118_0408,408,2018-11-18,2024-11-18,Monday,Sunday,TRAIN,2018-11-17,2018-11-11,2018-11-04,2018-11-24,2018-12-01,2018-12-08,2018-12-15,True,True,True,False,QUEUED_S2S_DOWNLOAD,"Antecedent RZSM, future target RZSM, and ERA5 atm verified; S2S download in progress"
CASE_20181121_0409,409,2018-11-21,2024-11-21,Thursday,Wednesday,TRAIN,2018-11-20,2018-11-14,2018-11-07,2018-11-27,2018-12-04,2018-12-11,2018-12-18,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20181125_0410,410,2018-11-25,2024-11-25,Monday,Sunday,TRAIN,2018-11-24,2018-11-18,2018-11-11,2018-12-01,2018-12-08,2018-12-15,2018-12-22,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20181128_0411,411,2018-11-28,2024-11-28,Thursday,Wednesday,TRAIN,2018-11-27,2018-11-21,2018-11-14,2018-12-04,2018-12-11,2018-12-18,2018-12-25,True,True,True,False,QUEUED_S2S_DOWNLOAD,"Antecedent RZSM, future target RZSM, and ERA5 atm verified; S2S download in progress"
CASE_20181202_0412,412,2018-12-02,2024-12-02,Monday,Sunday,TRAIN,2018-12-01,2018-11-25,2018-11-18,2018-12-08,2018-12-15,2018-12-22,2018-12-29,True,True,True,False,QUEUED_S2S_DOWNLOAD,"Antecedent RZSM, future target RZSM, and ERA5 atm verified; S2S download in progress"
CASE_20181205_0413,413,2018-12-05,2024-12-05,Thursday,Wednesday,TRAIN,2018-12-04,2018-11-28,2018-11-21,2018-12-11,2018-12-18,2018-12-25,2019-01-01,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20181209_0414,414,2018-12-09,2024-12-09,Monday,Sunday,TRAIN,2018-12-08,2018-12-02,2018-11-25,2018-12-15,2018-12-22,2018-12-29,2019-01-05,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20181212_0415,415,2018-12-12,2024-12-12,Thursday,Wednesday,TRAIN,2018-12-11,2018-12-05,2018-11-28,2018-12-18,2018-12-25,2019-01-01,2019-01-08,True,True,True,False,QUEUED_S2S_DOWNLOAD,"Antecedent RZSM, future target RZSM, and ERA5 atm verified; S2S download in progress"
CASE_20181216_0416,416,2018-12-16,2024-12-16,Monday,Sunday,TRAIN,2018-12-15,2018-12-09,2018-12-02,2018-12-22,2018-12-29,2019-01-05,2019-01-12,True,True,True,False,QUEUED_S2S_DOWNLOAD,"Antecedent RZSM, future target RZSM, and ERA5 atm verified; S2S download in progress"
CASE_20181219_0417,417,2018-12-19,2024-12-19,Thursday,Wednesday,TRAIN,2018-12-18,2018-12-12,2018-12-05,2018-12-25,2019-01-01,2019-01-08,2019-01-15,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20181223_0418,418,2018-12-23,2024-12-23,Monday,Sunday,TRAIN,2018-12-22,2018-12-16,2018-12-09,2018-12-29,2019-01-05,2019-01-12,2019-01-19,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20181226_0419,419,2018-12-26,2024-12-26,Thursday,Wednesday,TRAIN,2018-12-25,2018-12-19,2018-12-12,2019-01-01,2019-01-08,2019-01-15,2019-01-22,True,True,True,False,QUEUED_S2S_DOWNLOAD,"Antecedent RZSM, future target RZSM, and ERA5 atm verified; S2S download in progress"
CASE_20181230_0420,420,2018-12-30,2024-12-30,Monday,Sunday,TRAIN,2018-12-29,2018-12-23,2018-12-16,2019-01-05,2019-01-12,2019-01-19,2019-01-26,True,True,True,False,QUEUED_S2S_DOWNLOAD,"Antecedent RZSM, future target RZSM, and ERA5 atm verified; S2S download in progress"
CASE_20190101_0421,421,2019-01-01,2024-01-01,Monday,Tuesday,TRAIN,2018-12-31,2018-12-25,2018-12-18,2019-01-07,2019-01-14,2019-01-21,2019-01-28,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190104_0422,422,2019-01-04,2024-01-04,Thursday,Friday,TRAIN,2019-01-03,2018-12-28,2018-12-21,2019-01-10,2019-01-17,2019-01-24,2019-01-31,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190108_0423,423,2019-01-08,2024-01-08,Monday,Tuesday,TRAIN,2019-01-07,2019-01-01,2018-12-25,2019-01-14,2019-01-21,2019-01-28,2019-02-04,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190111_0424,424,2019-01-11,2024-01-11,Thursday,Friday,TRAIN,2019-01-10,2019-01-04,2018-12-28,2019-01-17,2019-01-24,2019-01-31,2019-02-07,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190115_0425,425,2019-01-15,2024-01-15,Monday,Tuesday,TRAIN,2019-01-14,2019-01-08,2019-01-01,2019-01-21,2019-01-28,2019-02-04,2019-02-11,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190118_0426,426,2019-01-18,2024-01-18,Thursday,Friday,TRAIN,2019-01-17,2019-01-11,2019-01-04,2019-01-24,2019-01-31,2019-02-07,2019-02-14,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190122_0427,427,2019-01-22,2024-01-22,Monday,Tuesday,TRAIN,2019-01-21,2019-01-15,2019-01-08,2019-01-28,2019-02-04,2019-02-11,2019-02-18,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190125_0428,428,2019-01-25,2024-01-25,Thursday,Friday,TRAIN,2019-01-24,2019-01-18,2019-01-11,2019-01-31,2019-02-07,2019-02-14,2019-02-21,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190129_0429,429,2019-01-29,2024-01-29,Monday,Tuesday,TRAIN,2019-01-28,2019-01-22,2019-01-15,2019-02-04,2019-02-11,2019-02-18,2019-02-25,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190201_0430,430,2019-02-01,2024-02-01,Thursday,Friday,TRAIN,2019-01-31,2019-01-25,2019-01-18,2019-02-07,2019-02-14,2019-02-21,2019-02-28,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190205_0431,431,2019-02-05,2024-02-05,Monday,Tuesday,TRAIN,2019-02-04,2019-01-29,2019-01-22,2019-02-11,2019-02-18,2019-02-25,2019-03-04,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190208_0432,432,2019-02-08,2024-02-08,Thursday,Friday,TRAIN,2019-02-07,2019-02-01,2019-01-25,2019-02-14,2019-02-21,2019-02-28,2019-03-07,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190212_0433,433,2019-02-12,2024-02-12,Monday,Tuesday,TRAIN,2019-02-11,2019-02-05,2019-01-29,2019-02-18,2019-02-25,2019-03-04,2019-03-11,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190215_0434,434,2019-02-15,2024-02-15,Thursday,Friday,TRAIN,2019-02-14,2019-02-08,2019-02-01,2019-02-21,2019-02-28,2019-03-07,2019-03-14,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190219_0435,435,2019-02-19,2024-02-19,Monday,Tuesday,TRAIN,2019-02-18,2019-02-12,2019-02-05,2019-02-25,2019-03-04,2019-03-11,2019-03-18,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190222_0436,436,2019-02-22,2024-02-22,Thursday,Friday,TRAIN,2019-02-21,2019-02-15,2019-02-08,2019-02-28,2019-03-07,2019-03-14,2019-03-21,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190226_0437,437,2019-02-26,2024-02-26,Monday,Tuesday,TRAIN,2019-02-25,2019-02-19,2019-02-12,2019-03-04,2019-03-11,2019-03-18,2019-03-25,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190228_0438,438,2019-02-28,2024-02-29,Thursday,Thursday,TRAIN,2019-02-27,2019-02-21,2019-02-14,2019-03-06,2019-03-13,2019-03-20,2019-03-27,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190304_0439,439,2019-03-04,2024-03-04,Monday,Monday,TRAIN,2019-03-03,2019-02-25,2019-02-18,2019-03-10,2019-03-17,2019-03-24,2019-03-31,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190307_0440,440,2019-03-07,2024-03-07,Thursday,Thursday,TRAIN,2019-03-06,2019-02-28,2019-02-21,2019-03-13,2019-03-20,2019-03-27,2019-04-03,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190311_0441,441,2019-03-11,2024-03-11,Monday,Monday,TRAIN,2019-03-10,2019-03-04,2019-02-25,2019-03-17,2019-03-24,2019-03-31,2019-04-07,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190314_0442,442,2019-03-14,2024-03-14,Thursday,Thursday,TRAIN,2019-03-13,2019-03-07,2019-02-28,2019-03-20,2019-03-27,2019-04-03,2019-04-10,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190318_0443,443,2019-03-18,2024-03-18,Monday,Monday,TRAIN,2019-03-17,2019-03-11,2019-03-04,2019-03-24,2019-03-31,2019-04-07,2019-04-14,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190321_0444,444,2019-03-21,2024-03-21,Thursday,Thursday,TRAIN,2019-03-20,2019-03-14,2019-03-07,2019-03-27,2019-04-03,2019-04-10,2019-04-17,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190325_0445,445,2019-03-25,2024-03-25,Monday,Monday,TRAIN,2019-03-24,2019-03-18,2019-03-11,2019-03-31,2019-04-07,2019-04-14,2019-04-21,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190328_0446,446,2019-03-28,2024-03-28,Thursday,Thursday,TRAIN,2019-03-27,2019-03-21,2019-03-14,2019-04-03,2019-04-10,2019-04-17,2019-04-24,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190401_0447,447,2019-04-01,2024-04-01,Monday,Monday,TRAIN,2019-03-31,2019-03-25,2019-03-18,2019-04-07,2019-04-14,2019-04-21,2019-04-28,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190404_0448,448,2019-04-04,2024-04-04,Thursday,Thursday,TRAIN,2019-04-03,2019-03-28,2019-03-21,2019-04-10,2019-04-17,2019-04-24,2019-05-01,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190408_0449,449,2019-04-08,2024-04-08,Monday,Monday,TRAIN,2019-04-07,2019-04-01,2019-03-25,2019-04-14,2019-04-21,2019-04-28,2019-05-05,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190411_0450,450,2019-04-11,2024-04-11,Thursday,Thursday,TRAIN,2019-04-10,2019-04-04,2019-03-28,2019-04-17,2019-04-24,2019-05-01,2019-05-08,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190415_0451,451,2019-04-15,2024-04-15,Monday,Monday,TRAIN,2019-04-14,2019-04-08,2019-04-01,2019-04-21,2019-04-28,2019-05-05,2019-05-12,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190418_0452,452,2019-04-18,2024-04-18,Thursday,Thursday,TRAIN,2019-04-17,2019-04-11,2019-04-04,2019-04-24,2019-05-01,2019-05-08,2019-05-15,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190422_0453,453,2019-04-22,2024-04-22,Monday,Monday,TRAIN,2019-04-21,2019-04-15,2019-04-08,2019-04-28,2019-05-05,2019-05-12,2019-05-19,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190425_0454,454,2019-04-25,2024-04-25,Thursday,Thursday,TRAIN,2019-04-24,2019-04-18,2019-04-11,2019-05-01,2019-05-08,2019-05-15,2019-05-22,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190429_0455,455,2019-04-29,2024-04-29,Monday,Monday,TRAIN,2019-04-28,2019-04-22,2019-04-15,2019-05-05,2019-05-12,2019-05-19,2019-05-26,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190502_0456,456,2019-05-02,2024-05-02,Thursday,Thursday,TRAIN,2019-05-01,2019-04-25,2019-04-18,2019-05-08,2019-05-15,2019-05-22,2019-05-29,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190506_0457,457,2019-05-06,2024-05-06,Monday,Monday,TRAIN,2019-05-05,2019-04-29,2019-04-22,2019-05-12,2019-05-19,2019-05-26,2019-06-02,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190509_0458,458,2019-05-09,2024-05-09,Thursday,Thursday,TRAIN,2019-05-08,2019-05-02,2019-04-25,2019-05-15,2019-05-22,2019-05-29,2019-06-05,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190513_0459,459,2019-05-13,2024-05-13,Monday,Monday,TRAIN,2019-05-12,2019-05-06,2019-04-29,2019-05-19,2019-05-26,2019-06-02,2019-06-09,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190516_0460,460,2019-05-16,2024-05-16,Thursday,Thursday,TRAIN,2019-05-15,2019-05-09,2019-05-02,2019-05-22,2019-05-29,2019-06-05,2019-06-12,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190520_0461,461,2019-05-20,2024-05-20,Monday,Monday,TRAIN,2019-05-19,2019-05-13,2019-05-06,2019-05-26,2019-06-02,2019-06-09,2019-06-16,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190523_0462,462,2019-05-23,2024-05-23,Thursday,Thursday,TRAIN,2019-05-22,2019-05-16,2019-05-09,2019-05-29,2019-06-05,2019-06-12,2019-06-19,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190527_0463,463,2019-05-27,2024-05-27,Monday,Monday,TRAIN,2019-05-26,2019-05-20,2019-05-13,2019-06-02,2019-06-09,2019-06-16,2019-06-23,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190530_0464,464,2019-05-30,2024-05-30,Thursday,Thursday,TRAIN,2019-05-29,2019-05-23,2019-05-16,2019-06-05,2019-06-12,2019-06-19,2019-06-26,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190603_0465,465,2019-06-03,2024-06-03,Monday,Monday,TRAIN,2019-06-02,2019-05-27,2019-05-20,2019-06-09,2019-06-16,2019-06-23,2019-06-30,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190606_0466,466,2019-06-06,2024-06-06,Thursday,Thursday,TRAIN,2019-06-05,2019-05-30,2019-05-23,2019-06-12,2019-06-19,2019-06-26,2019-07-03,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190610_0467,467,2019-06-10,2024-06-10,Monday,Monday,TRAIN,2019-06-09,2019-06-03,2019-05-27,2019-06-16,2019-06-23,2019-06-30,2019-07-07,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190613_0468,468,2019-06-13,2024-06-13,Thursday,Thursday,TRAIN,2019-06-12,2019-06-06,2019-05-30,2019-06-19,2019-06-26,2019-07-03,2019-07-10,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190617_0469,469,2019-06-17,2024-06-17,Monday,Monday,TRAIN,2019-06-16,2019-06-10,2019-06-03,2019-06-23,2019-06-30,2019-07-07,2019-07-14,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190620_0470,470,2019-06-20,2024-06-20,Thursday,Thursday,TRAIN,2019-06-19,2019-06-13,2019-06-06,2019-06-26,2019-07-03,2019-07-10,2019-07-17,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190624_0471,471,2019-06-24,2024-06-24,Monday,Monday,TRAIN,2019-06-23,2019-06-17,2019-06-10,2019-06-30,2019-07-07,2019-07-14,2019-07-21,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190627_0472,472,2019-06-27,2024-06-27,Thursday,Thursday,TRAIN,2019-06-26,2019-06-20,2019-06-13,2019-07-03,2019-07-10,2019-07-17,2019-07-24,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190701_0473,473,2019-07-01,2024-07-01,Monday,Monday,TRAIN,2019-06-30,2019-06-24,2019-06-17,2019-07-07,2019-07-14,2019-07-21,2019-07-28,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190704_0474,474,2019-07-04,2024-07-04,Thursday,Thursday,TRAIN,2019-07-03,2019-06-27,2019-06-20,2019-07-10,2019-07-17,2019-07-24,2019-07-31,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190708_0475,475,2019-07-08,2024-07-08,Monday,Monday,TRAIN,2019-07-07,2019-07-01,2019-06-24,2019-07-14,2019-07-21,2019-07-28,2019-08-04,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190711_0476,476,2019-07-11,2024-07-11,Thursday,Thursday,TRAIN,2019-07-10,2019-07-04,2019-06-27,2019-07-17,2019-07-24,2019-07-31,2019-08-07,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190715_0477,477,2019-07-15,2024-07-15,Monday,Monday,TRAIN,2019-07-14,2019-07-08,2019-07-01,2019-07-21,2019-07-28,2019-08-04,2019-08-11,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190718_0478,478,2019-07-18,2024-07-18,Thursday,Thursday,TRAIN,2019-07-17,2019-07-11,2019-07-04,2019-07-24,2019-07-31,2019-08-07,2019-08-14,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190722_0479,479,2019-07-22,2024-07-22,Monday,Monday,TRAIN,2019-07-21,2019-07-15,2019-07-08,2019-07-28,2019-08-04,2019-08-11,2019-08-18,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190725_0480,480,2019-07-25,2024-07-25,Thursday,Thursday,TRAIN,2019-07-24,2019-07-18,2019-07-11,2019-07-31,2019-08-07,2019-08-14,2019-08-21,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190729_0481,481,2019-07-29,2024-07-29,Monday,Monday,TRAIN,2019-07-28,2019-07-22,2019-07-15,2019-08-04,2019-08-11,2019-08-18,2019-08-25,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190801_0482,482,2019-08-01,2024-08-01,Thursday,Thursday,TRAIN,2019-07-31,2019-07-25,2019-07-18,2019-08-07,2019-08-14,2019-08-21,2019-08-28,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190805_0483,483,2019-08-05,2024-08-05,Monday,Monday,TRAIN,2019-08-04,2019-07-29,2019-07-22,2019-08-11,2019-08-18,2019-08-25,2019-09-01,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190808_0484,484,2019-08-08,2024-08-08,Thursday,Thursday,TRAIN,2019-08-07,2019-08-01,2019-07-25,2019-08-14,2019-08-21,2019-08-28,2019-09-04,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190812_0485,485,2019-08-12,2024-08-12,Monday,Monday,TRAIN,2019-08-11,2019-08-05,2019-07-29,2019-08-18,2019-08-25,2019-09-01,2019-09-08,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190815_0486,486,2019-08-15,2024-08-15,Thursday,Thursday,TRAIN,2019-08-14,2019-08-08,2019-08-01,2019-08-21,2019-08-28,2019-09-04,2019-09-11,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190819_0487,487,2019-08-19,2024-08-19,Monday,Monday,TRAIN,2019-08-18,2019-08-12,2019-08-05,2019-08-25,2019-09-01,2019-09-08,2019-09-15,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190822_0488,488,2019-08-22,2024-08-22,Thursday,Thursday,TRAIN,2019-08-21,2019-08-15,2019-08-08,2019-08-28,2019-09-04,2019-09-11,2019-09-18,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190826_0489,489,2019-08-26,2024-08-26,Monday,Monday,TRAIN,2019-08-25,2019-08-19,2019-08-12,2019-09-01,2019-09-08,2019-09-15,2019-09-22,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
CASE_20190829_0490,490,2019-08-29,2024-08-29,Thursday,Thursday,TRAIN,2019-08-28,2019-08-22,2019-08-15,2019-09-04,2019-09-11,2019-09-18,2019-09-25,True,True,True,True,USABLE_READY,All 4 data components verified and available in GCS lake
